indice,COVID_ID,categoria,min_coord,max_coord,media_coord,desviacion_std,coordenadas_fuera_rango
134,Normal-4178,Normal,37.38,228.92,132.21366666666668,64.52307145423944,0
277,COVID-2025,COVID,51.39,256.95,142.02433333333335,64.3364774542578,0
104,Normal-3583,Normal,23.36,270.97,138.13133333333332,72.65391206412922,0
467,Normal-922,Normal,32.7,284.98,152.7706666666667,84.15444499780679,0
57,COVID-881,COVID,4.67,252.28,131.28000000000003,70.71171468245791,0
781,Viral Pneumonia-1204,Viral Pneumonia,28.03,280.31,156.19633333333334,77.38688555921833,0
506,Normal-2876,Normal,18.69,275.64,147.1643333333333,84.26435563880034,0
307,Normal-9875,Normal,18.69,284.98,153.08066666666667,90.31430768648393,0
523,Normal-3776,Normal,46.72,256.95,153.70366666666663,72.8601216250853,0
412,COVID-799,COVID,14.02,266.3,144.36166666666665,83.33928781726473,0
680,Viral Pneumonia-135,Viral Pneumonia,18.69,280.31,147.00833333333333,82.20088982013651,0
712,Viral Pneumonia-444,Viral Pneumonia,18.69,275.64,149.03333333333333,81.17263082810337,0
697,Viral Pneumonia-263,Viral Pneumonia,23.36,284.98,149.9676666666667,82.56823718126859,0
285,Viral Pneumonia-101,Viral Pneumonia,28.03,261.62,143.73933333333332,74.43463637910035,0
35,COVID-1907,COVID,4.67,214.91,110.72200000000001,67.89558043545004,0
442,COVID-3087,COVID,28.03,233.59,130.03333333333333,63.43094740652145,0
223,Viral Pneumonia-217,Viral Pneumonia,23.36,275.64,148.41033333333334,85.98156474823865,0
673,Viral Pneumonia-73,Viral Pneumonia,14.02,270.97,141.71433333333334,82.42782752943465,0
41,COVID-2948,COVID,37.38,284.98,147.47600000000003,71.77654341078288,0
359,Normal-3351,Normal,88.77,261.62,174.88300000000007,48.12476917000919,0
732,Viral Pneumonia-679,Viral Pneumonia,37.38,284.98,152.6146666666667,76.35107847888521,0
714,Viral Pneumonia-456,Viral Pneumonia,28.03,256.95,135.9513333333333,71.93623619721998,0
592,Normal-7332,Normal,51.39,270.97,155.8853333333333,69.15370318998751,0
108,Normal-4185,Normal,37.38,284.98,146.38633333333334,73.25854669062322,0
