indice,COVID_ID,categoria,min_coord,max_coord,media_coord,desviacion_std,coordenadas_fuera_rango
729,Viral Pneumonia-658,Viral Pneumonia,14.02,238.27,138.91133333333335,67.98043834973573,0
189,Viral Pneumonia-28,Viral Pneumonia,9.34,261.62,138.44366666666667,81.5230819863648,0
713,Viral Pneumonia-452,Viral Pneumonia,23.36,280.31,150.74566666666666,80.10390592571349,0
132,Normal-8559,Normal,9.34,261.62,130.03266666666664,72.94734109540175,0
350,Normal-2045,Normal,32.7,242.94,133.77233333333334,66.3175652288961,0
205,Normal-1533,Normal,51.39,242.94,140.31166666666664,62.26676658182562,0
428,COVID-1753,COVID,9.34,242.94,123.33766666666666,67.85899855255423,0
527,Normal-4033,Normal,28.03,270.97,141.24566666666666,74.34726225326361,0
434,COVID-2243,COVID,37.38,247.61,140.31199999999998,65.60018411559528,0
491,Normal-2215,Normal,46.72,256.95,143.89333333333332,65.85362775799742,0
40,COVID-3130,COVID,42.05,266.3,147.78733333333335,69.68702839282373,0
89,Normal-1821,Normal,18.69,261.62,139.99966666666666,75.1511832900114,0
427,COVID-1727,COVID,28.03,247.61,135.64,66.57995288873872,0
776,Viral Pneumonia-1151,Viral Pneumonia,23.36,261.62,140.77933333333334,78.32171682376621,0
68,COVID-2527,COVID,46.72,242.94,135.32899999999998,61.85616489620632,0
76,COVID-2576,COVID,23.36,270.97,144.36066666666665,75.23834877389471,0
180,Viral Pneumonia-1322,Viral Pneumonia,18.69,261.62,144.051,77.95123485658625,0
121,Normal-2073,Normal,32.7,261.62,141.24566666666664,70.41657805201524,0
216,COVID-3493,COVID,37.38,247.61,138.59933333333336,67.446690204602,0
139,Normal-1433,Normal,28.03,284.98,156.19700000000006,83.79549367955296,0
625,Normal-8613,Normal,0.0,233.59,127.69833333333331,73.81226262545329,0
298,Viral Pneumonia-847,Viral Pneumonia,37.38,242.94,134.70733333333337,65.68448081210322,0
118,Normal-4857,Normal,23.36,270.97,143.73766666666668,73.48052230277688,0
448,COVID-3399,COVID,46.72,270.97,144.51666666666668,65.5386572099924,0
195,Viral Pneumonia-1038,Viral Pneumonia,14.02,261.62,145.44966666666667,79.01430657306449,0
737,Viral Pneumonia-711,Viral Pneumonia,28.03,284.98,150.4346666666667,84.36525642440469,0
479,Normal-1487,Normal,14.02,261.62,131.59133333333335,75.76514267714995,0
94,Normal-4105,Normal,32.7,247.61,135.48466666666667,70.00652596881395,0
34,COVID-1248,COVID,9.34,224.25,125.361,65.0065242546213,0
484,Normal-1704,Normal,37.38,252.28,141.2466666666667,66.36342397904302,0
559,Normal-5354,Normal,42.05,280.31,140.00033333333332,69.9060201262301,0
761,Viral Pneumonia-958,Viral Pneumonia,23.36,275.64,158.53366666666668,76.91655042894793,0
792,Viral Pneumonia-1314,Viral Pneumonia,37.38,275.64,154.17200000000003,79.55731960458866,0
160,Normal-5201,Normal,14.02,270.97,139.68966666666665,84.5541001364741,0
744,Viral Pneumonia-774,Viral Pneumonia,18.69,270.97,147.16400000000002,81.09617761645737,0
404,COVID-194,COVID,46.72,242.94,141.55900000000003,66.37980969893381,0
14,COVID-1422,COVID,28.03,294.33,160.401,84.49405921325673,0
265,COVID-1656,COVID,23.36,270.97,146.54166666666663,83.75927324116948,0
119,Normal-805,Normal,23.36,280.31,147.16433333333333,76.99089853930066,0
82,Normal-7660,Normal,28.03,261.62,144.98300000000003,78.01198754678668,0
429,COVID-1886,COVID,37.38,252.28,145.297,75.95891074126854,0
614,Normal-8291,Normal,32.7,261.62,141.40233333333333,72.50473458946587,0
619,Normal-8346,Normal,42.05,261.62,147.63066666666666,64.8982202084327,0
88,Normal-8726,Normal,18.69,242.94,129.1,71.32860992149878,0
107,Normal-9417,Normal,4.67,275.64,137.35366666666667,86.22587103970336,0
17,COVID-3363,COVID,23.36,294.33,150.9026666666667,85.485650216214,0
700,Viral Pneumonia-276,Viral Pneumonia,18.69,284.98,153.54933333333332,86.01436627809463,0
172,Viral Pneumonia-549,Viral Pneumonia,23.36,280.31,150.74533333333335,83.54501887139784,0
386,COVID-1540,COVID,23.36,294.33,149.18833333333333,73.42384299773171,0
755,Viral Pneumonia-885,Viral Pneumonia,28.03,275.64,147.16500000000002,80.27591161114273,0
103,Normal-2520,Normal,46.72,261.62,150.59,69.81398293560777,0
529,Normal-4208,Normal,32.7,266.3,137.66433333333333,73.2243596846174,0
340,Normal-1882,Normal,65.41,205.56,132.36833333333334,40.786878207199045,0
432,COVID-2217,COVID,28.03,177.53,104.18300000000002,49.63520364620256,0
414,COVID-847,COVID,46.72,256.95,147.63066666666663,63.275210518987784,0
734,Viral Pneumonia-689,Viral Pneumonia,9.34,275.64,147.47566666666665,82.80740001889258,0
45,COVID-2112,COVID,18.69,266.3,151.525,72.87391676724944,0
373,COVID-782,COVID,37.38,266.3,149.96733333333333,75.32555966971341,0
587,Normal-7060,Normal,14.02,266.3,135.95166666666668,81.92128067371885,0
403,COVID-148,COVID,32.7,266.3,159.46633333333332,71.57485370730576,0
624,Normal-8584,Normal,32.7,275.64,148.72133333333335,79.24716666789348,0
576,Normal-6469,Normal,23.36,270.97,153.082,74.5420917513499,0
11,COVID-3039,COVID,42.05,256.95,139.84499999999997,63.15323041354787,0
214,Normal-1236,Normal,32.7,275.64,142.64833333333334,74.9028282102144,0
573,Normal-6258,Normal,23.36,289.66,161.33500000000004,82.91582240441205,0
147,Normal-9992,Normal,23.36,280.31,141.869,75.4994277395531,0
593,Normal-7343,Normal,56.06,270.97,160.86733333333333,71.64642298274369,0
750,Viral Pneumonia-806,Viral Pneumonia,0.0,294.33,150.43433333333334,96.15038896379406,0
635,Normal-9073,Normal,37.38,266.3,147.476,71.80715997726132,0
639,Normal-9188,Normal,9.34,275.64,140.31133333333335,87.95366578425762,0
173,Viral Pneumonia-370,Viral Pneumonia,23.36,280.31,146.075,83.3106318445211,0
274,Normal-8981,Normal,14.02,275.64,132.3693333333333,81.45921699162648,0
226,Viral Pneumonia-149,Viral Pneumonia,23.36,266.3,142.18033333333335,78.70177742522013,0
31,COVID-1238,COVID,4.67,252.28,136.72966666666667,78.16632904617919,0
634,Normal-9032,Normal,28.03,280.31,154.95033333333336,82.07116227126039,0
758,Viral Pneumonia-932,Viral Pneumonia,46.72,261.62,146.07299999999998,64.99220579679792,0
446,COVID-3200,COVID,28.03,280.31,155.41733333333337,85.12425600001187,0
299,Viral Pneumonia-1265,Viral Pneumonia,28.03,266.3,137.35266666666666,75.6167828784648,0
730,Viral Pneumonia-671,Viral Pneumonia,28.03,294.33,156.04133333333337,86.66311236557851,0
116,Normal-6393,Normal,4.67,252.28,135.95133333333334,76.751883048923,0
286,COVID-670,COVID,23.36,289.66,134.54933333333332,79.91779684706586,0
95,Normal-3168,Normal,4.67,284.98,138.91066666666669,87.48555518611185,0
323,Normal-238,Normal,32.7,252.28,148.09799999999998,68.71728702444531,0
421,COVID-1397,COVID,28.03,270.97,138.75466666666668,69.44385323090559,0
311,Normal-2744,Normal,28.03,256.95,147.00833333333333,74.03286428262038,0
346,Normal-1945,Normal,46.72,266.3,136.57466666666667,60.92170285064447,0
372,COVID-727,COVID,18.69,270.97,145.14,81.8039186917921,0
399,COVID-2705,COVID,42.05,294.33,165.6953333333333,68.97615374090446,0
62,COVID-1143,COVID,28.03,247.61,136.107,71.55646861744926,0
480,Normal-1500,Normal,37.38,238.27,128.787,60.40601256773479,0
551,Normal-5152,Normal,14.02,261.62,138.13233333333335,80.32969843851166,0
184,Viral Pneumonia-199,Viral Pneumonia,32.7,266.3,148.40966666666662,79.63765221231029,0
91,Normal-5711,Normal,14.02,242.94,128.321,72.78366865123888,0
774,Viral Pneumonia-1134,Viral Pneumonia,18.69,256.95,131.12466666666666,73.11489450325578,0
543,Normal-4649,Normal,23.36,266.3,143.584,78.71241531041974,0
650,Normal-9470,Normal,56.06,224.25,142.02533333333335,56.471355732107426,0
29,COVID-2459,COVID,32.7,242.94,129.87833333333333,63.0429791006809,0
54,COVID-1818,COVID,32.7,266.3,147.63099999999997,77.68659478314132,0
305,Normal-7314,Normal,18.69,280.31,142.6473333333333,80.33113057560908,0
334,Normal-1466,Normal,79.42,228.92,146.69600000000003,47.97316920946541,0
791,Viral Pneumonia-1303,Viral Pneumonia,32.7,266.3,152.92466666666664,76.80331441343459,0
146,Normal-7718,Normal,4.67,275.64,131.90333333333334,81.48150695437312,0
482,Normal-1657,Normal,32.7,270.97,139.0656666666667,71.91969534062898,0
549,Normal-5077,Normal,42.05,238.27,139.0676666666667,65.7243188722578,0
669,Viral Pneumonia-18,Viral Pneumonia,4.67,261.62,140.0006666666667,84.33074381795106,0
613,Normal-8266,Normal,51.39,252.28,150.58933333333331,59.066959908978625,0
426,COVID-1678,COVID,9.34,284.98,146.075,83.03903089310873,0
165,Normal-6404,Normal,37.38,270.97,154.1726666666667,80.05072737264096,0
435,COVID-2255,COVID,37.38,242.94,142.80366666666666,67.57010130145498,0
80,Normal-1837,Normal,23.36,280.31,152.303,78.61572811891185,0
453,Normal-102,Normal,28.03,266.3,146.85299999999998,78.06999287605109,0
259,Viral Pneumonia-1249,Viral Pneumonia,32.7,247.61,137.19733333333335,68.72021051254784,0
9,COVID-2474,COVID,42.05,247.61,137.977,65.36955989602501,0
544,Normal-4851,Normal,23.36,270.97,149.03166666666667,83.67123811216267,0
388,COVID-1591,COVID,56.06,294.33,165.3846666666667,71.50228904183574,0
657,Normal-9804,Normal,37.38,284.98,144.983,74.98655062298396,0
179,Viral Pneumonia-588,Viral Pneumonia,37.38,270.97,153.86133333333333,80.33125779061487,0
27,COVID-1051,COVID,18.69,252.28,121.78066666666669,70.91249569872873,0
597,Normal-7606,Normal,9.34,261.62,124.895,71.45611897054957,0
293,Viral Pneumonia-400,Viral Pneumonia,23.36,256.95,136.57433333333333,73.31171032803847,0
394,COVID-2287,COVID,0.0,266.3,129.56633333333335,79.34813665038953,0
5,COVID-1405,COVID,18.69,280.31,141.40266666666668,83.52008760106092,0
197,Viral Pneumonia-285,Viral Pneumonia,18.69,252.28,140.93566666666666,77.63404260517561,0
631,Normal-8874,Normal,23.36,261.62,142.9573333333333,75.02697101413303,0
629,Normal-8782,Normal,28.03,261.62,139.844,74.22117256776083,0
535,Normal-4415,Normal,51.39,275.64,155.417,73.68133984259515,0
261,COVID-824,COVID,51.39,256.95,155.26166666666666,63.11571775098673,0
368,COVID-575,COVID,23.36,266.3,133.14933333333337,76.30740959799091,0
494,Normal-2372,Normal,18.69,270.97,136.73066666666668,72.90644708269785,0
502,Normal-2827,Normal,23.36,280.31,145.76400000000004,79.82689820689097,0
38,COVID-726,COVID,51.39,261.62,144.672,63.937922257973526,0
687,Viral Pneumonia-203,Viral Pneumonia,4.67,289.66,151.21366666666665,95.87854276751511,0
374,COVID-914,COVID,65.41,270.97,162.11433333333338,63.028177967389226,0
331,Normal-764,Normal,32.7,238.27,141.71333333333328,62.242008929303964,0
162,Normal-2525,Normal,23.36,252.28,144.98466666666667,74.62740290864267,0
67,COVID-969,COVID,28.03,280.31,145.7616666666667,74.69477652791764,0
124,Normal-1035,Normal,23.36,284.98,156.04000000000002,80.27402170067226,0
39,COVID-989,COVID,51.39,294.33,159.62300000000002,69.76637758261496,0
4,COVID-3333,COVID,9.34,247.61,137.66433333333333,75.29155945094746,0
33,COVID-1803,COVID,32.7,289.66,161.802,73.00161045712166,0
363,COVID-449,COVID,4.67,284.98,148.25266666666667,82.55686876060378,0
632,Normal-8914,Normal,28.03,284.98,159.93400000000003,87.449790340896,0
335,Normal-1537,Normal,51.39,219.58,139.06666666666663,47.22596082194152,0
280,Normal-10027,Normal,42.05,247.61,143.5836666666667,68.23628221033799,0
742,Viral Pneumonia-752,Viral Pneumonia,0.0,284.98,147.1636666666667,86.63082905768721,0
99,Normal-1298,Normal,28.03,275.64,152.14700000000002,82.23589974984567,0
585,Normal-7025,Normal,23.36,270.97,144.674,78.84682815856746,0
605,Normal-7961,Normal,42.05,275.64,128.94300000000004,68.83681966070193,0
236,Viral Pneumonia-968,Viral Pneumonia,18.69,256.95,146.07366666666667,73.64075730569014,0
419,COVID-1313,COVID,18.69,252.28,135.1726666666667,70.10695229116408,0
473,Normal-1354,Normal,28.03,275.64,148.87666666666667,78.69205984228792,0
375,COVID-947,COVID,18.69,270.97,148.25533333333337,75.41823142686094,0
385,COVID-1498,COVID,51.39,261.62,146.38533333333334,60.797685029027946,0
602,Normal-7892,Normal,37.38,242.94,139.378,67.86320708601974,0
501,Normal-2807,Normal,9.34,284.98,149.49966666666668,89.47575055038966,0
353,Normal-2121,Normal,79.42,252.28,174.88333333333333,51.795200635665935,0
352,Normal-2095,Normal,56.06,252.28,140.62199999999999,54.78173870917206,0
530,Normal-4262,Normal,18.69,247.61,136.263,69.89212975006556,0
720,Viral Pneumonia-540,Viral Pneumonia,14.02,270.97,143.58300000000003,83.00431326744413,0
12,COVID-80,COVID,4.67,266.3,132.3696666666667,78.35533602264891,0
186,Viral Pneumonia-506,Viral Pneumonia,32.7,252.28,141.869,71.39922074037877,0
509,Normal-3145,Normal,32.7,275.64,142.49166666666667,72.53418536953608,0
690,Viral Pneumonia-223,Viral Pneumonia,28.03,261.62,145.44966666666667,80.94317930842324,0
724,Viral Pneumonia-600,Viral Pneumonia,32.7,284.98,156.50700000000003,82.80862218191213,0
260,Viral Pneumonia-890,Viral Pneumonia,28.03,266.3,142.49233333333333,69.82556263925761,0
488,Normal-2072,Normal,28.03,256.95,142.33633333333336,77.81866500539715,0
333,Normal-1211,Normal,18.69,280.31,146.852,81.81870562000681,0
153,Normal-5497,Normal,28.03,252.28,132.83633333333333,65.28113686118593,0
552,Normal-5182,Normal,4.67,294.33,153.23766666666668,84.8547828423491,0
304,Normal-8144,Normal,56.06,242.94,134.70466666666667,52.192851089865634,0
200,Normal-625,Normal,28.03,270.97,141.869,69.83345723218922,0
762,Viral Pneumonia-988,Viral Pneumonia,28.03,261.62,146.6966666666667,77.98412245807191,0
571,Normal-6188,Normal,32.7,280.31,154.95066666666668,81.49234168244823,0
78,COVID-1453,COVID,14.02,280.31,149.96733333333336,87.62115452078656,0
312,Normal-5861,Normal,42.05,280.31,144.8286666666667,70.76970833783493,0
723,Viral Pneumonia-595,Viral Pneumonia,46.72,256.95,156.97499999999997,63.06856986645567,0
584,Normal-6957,Normal,32.7,252.28,138.44366666666667,64.62828650486996,0
42,COVID-443,COVID,28.03,261.62,142.33833333333334,72.73451936475706,0
133,Normal-7545,Normal,9.34,280.31,155.73066666666668,80.31666987341765,0
563,Normal-5674,Normal,37.38,247.61,138.75566666666666,65.4748425826456,0
455,Normal-173,Normal,37.38,261.62,146.85233333333332,71.96917889779084,0
652,Normal-9553,Normal,32.7,242.94,140.62566666666666,69.70743148729234,0
250,Normal-7806,Normal,9.34,280.31,136.26333333333335,83.26845426423836,0
662,Normal-9953,Normal,18.69,252.28,134.083,74.97529198120316,0
507,Normal-3043,Normal,32.7,266.3,147.009,75.5988981996431,0
392,COVID-2242,COVID,46.72,270.97,156.04033333333334,67.01774110802468,0
192,Viral Pneumonia-386,Viral Pneumonia,37.38,261.62,146.38466666666667,67.29527718611133,0
220,Viral Pneumonia-1007,Viral Pneumonia,23.36,261.62,141.09033333333335,78.56011997119715,0
472,Normal-1227,Normal,37.38,280.31,152.77066666666667,81.03637730193905,0
447,COVID-3218,COVID,32.7,266.3,131.59133333333335,70.8645683320578,0
601,Normal-7784,Normal,28.03,261.62,139.53166666666667,76.86799022060845,0
30,COVID-352,COVID,14.02,280.31,145.296,76.07445386374236,0
611,Normal-8205,Normal,18.69,289.66,142.492,85.8806741318053,0
546,Normal-4953,Normal,32.7,261.62,148.56566666666666,74.93734781728593,0
157,Normal-7848,Normal,9.34,238.27,121.77966666666667,68.21597918783807,0
574,Normal-6335,Normal,32.7,266.3,142.02466666666666,73.71664835631697,0
272,Viral Pneumonia-819,Viral Pneumonia,28.03,266.3,135.17233333333337,74.56498305430566,0
768,Viral Pneumonia-1062,Viral Pneumonia,23.36,275.64,144.36166666666668,79.3795951145857,0
459,Normal-409,Normal,42.05,284.98,158.53200000000004,79.64040617676433,0
306,Normal-7327,Normal,18.69,270.97,139.53366666666668,75.20246890820067,0
495,Normal-2510,Normal,42.05,247.61,144.36166666666668,68.00552698535286,0
603,Normal-7909,Normal,37.38,256.95,147.943,65.1421519013099,0
102,Normal-7874,Normal,46.72,238.27,138.444,56.995926439234815,0
52,COVID-1104,COVID,32.7,247.61,138.59966666666665,69.18263551322366,0
156,Normal-6262,Normal,23.36,275.64,140.93400000000003,77.82117345127438,0
457,Normal-185,Normal,28.03,266.3,147.16333333333333,77.2275706956755,0
402,COVID-73,COVID,9.34,247.61,142.64833333333334,77.26596944249705,0
654,Normal-9558,Normal,28.03,270.97,141.86933333333337,77.3673387993208,0
97,Normal-1950,Normal,9.34,261.62,127.22933333333332,73.64769346618324,0
512,Normal-3204,Normal,37.38,261.62,141.40133333333333,70.30450008040421,0
128,Normal-5766,Normal,4.67,270.97,137.50933333333333,85.43007783887099,0
378,COVID-998,COVID,56.06,233.59,136.73033333333333,52.11986035305757,0
177,Viral Pneumonia-747,Viral Pneumonia,14.02,289.66,151.3696666666667,86.68834571741593,0
347,Normal-1978,Normal,28.03,294.33,143.42600000000002,73.2871498786338,0
110,Normal-4235,Normal,32.7,247.61,132.21433333333331,70.7110217567876,0
599,Normal-7728,Normal,42.05,294.33,166.16266666666667,78.76555731762174,0
379,COVID-1028,COVID,51.39,294.33,158.68866666666662,70.53859410437822,0
191,Viral Pneumonia-542,Viral Pneumonia,18.69,275.64,149.03366666666668,82.1879123100769,0
433,COVID-2238,COVID,4.67,247.61,131.59300000000002,77.74695673143741,0
343,Normal-1932,Normal,56.06,242.94,142.64833333333334,58.161118288385374,0
578,Normal-6642,Normal,42.05,252.28,140.15700000000004,66.02657036628007,0
142,Normal-9308,Normal,37.38,261.62,141.86933333333334,72.6202737502108,0
794,Viral Pneumonia-1323,Viral Pneumonia,23.36,270.97,146.697,80.42876770368507,0
6,COVID-1139,COVID,23.36,280.31,148.09766666666667,89.30616905467518,0
496,Normal-2545,Normal,28.03,280.31,137.977,74.64001175196405,0
267,Normal-8438,Normal,51.39,261.62,149.343,66.19529258942813,0
622,Normal-8432,Normal,37.38,266.3,141.55800000000002,69.5060211012926,0
237,Normal-8661,Normal,23.36,289.66,146.69666666666666,84.98493299141651,0
766,Viral Pneumonia-1048,Viral Pneumonia,18.69,275.64,144.829,82.69701172956614,0
400,COVID-35,COVID,18.69,284.98,153.5496666666667,86.931505469664,0
383,COVID-1258,COVID,9.34,270.97,133.3033333333333,75.6668241408053,0
58,COVID-3413,COVID,23.36,247.61,135.3286666666667,74.80362922271144,0
647,Normal-9349,Normal,28.03,270.97,134.55066666666667,74.02068359286854,0
232,Viral Pneumonia-543,Viral Pneumonia,14.02,275.64,144.36166666666668,87.1890124990274,0
733,Viral Pneumonia-684,Viral Pneumonia,23.36,261.62,144.98466666666667,79.43375482053513,0
659,Normal-9863,Normal,37.38,256.95,142.9606666666667,70.42512539017748,0
203,Normal-9390,Normal,23.36,238.27,130.34533333333334,65.49890074056376,0
567,Normal-5936,Normal,9.34,252.28,132.83633333333336,78.16410358910854,0
284,Viral Pneumonia-94,Viral Pneumonia,28.03,261.62,138.13133333333334,73.8451468382016,0
511,Normal-3177,Normal,37.38,256.95,135.79599999999996,67.61444049905316,0
2,COVID-369,COVID,4.67,294.33,147.78733333333335,98.59383678957265,0
783,Viral Pneumonia-1217,Viral Pneumonia,46.72,280.31,159.15433333333334,76.0521574396297,0
474,Normal-1379,Normal,28.03,270.97,153.23666666666665,73.86197918339914,0
217,COVID-2068,COVID,23.36,266.3,141.55800000000002,77.57961469355207,0
360,COVID-2,COVID,4.67,275.64,116.64133333333334,78.4951475244737,0
46,COVID-3386,COVID,32.7,270.97,155.10533333333333,75.09330257456757,0
796,Viral Pneumonia-1326,Viral Pneumonia,18.69,275.64,147.9426666666667,84.32078731184197,0
422,COVID-1522,COVID,51.39,266.3,155.4163333333333,73.61164099440312,0
225,Viral Pneumonia-206,Viral Pneumonia,23.36,275.64,153.39333333333335,76.01445486806368,0
18,COVID-3031,COVID,37.38,238.27,138.44366666666664,61.67854351303125,0
168,Normal-9941,Normal,32.7,275.64,138.75399999999996,74.37101503498074,0
228,COVID-3387,COVID,42.05,242.94,142.18133333333333,64.72128597472567,0
292,Viral Pneumonia-934,Viral Pneumonia,32.7,238.27,134.70566666666664,62.22732425997084,0
377,COVID-979,COVID,23.36,289.66,143.11499999999998,72.3112379809206,0
740,Viral Pneumonia-743,Viral Pneumonia,23.36,270.97,150.4343333333333,79.2600096174329,0
397,COVID-2594,COVID,18.69,224.25,123.49366666666666,62.54845383025511,0
227,Viral Pneumonia-98,Viral Pneumonia,23.36,261.62,146.23033333333336,75.7270455642427,0
671,Viral Pneumonia-67,Viral Pneumonia,14.02,289.66,146.074,88.71532038304696,0
604,Normal-7957,Normal,18.69,270.97,132.68,75.70336443426189,0
328,Normal-456,Normal,32.7,252.28,144.20466666666664,66.19952163640527,0
283,Viral Pneumonia-793,Viral Pneumonia,28.03,266.3,138.9096666666667,74.00586127613286,0
743,Viral Pneumonia-768,Viral Pneumonia,0.0,280.31,142.49200000000002,94.7646177782967,0
618,Normal-8330,Normal,23.36,275.64,149.345,79.23349488484442,0
600,Normal-7756,Normal,37.38,270.97,144.51733333333334,78.9614101078636,0
498,Normal-2576,Normal,14.02,261.62,143.89333333333335,80.33518744748294,0
93,Normal-3507,Normal,23.36,270.97,129.25566666666666,73.81230483161704,0
213,COVID-1843,COVID,9.34,294.33,151.36900000000003,93.09000932251897,0
258,COVID-3003,COVID,51.39,261.62,152.925,70.98542980781338,0
337,Normal-1604,Normal,28.03,256.95,140.15566666666663,73.57216845534882,0
425,COVID-1589,COVID,18.69,266.3,125.36200000000001,74.75093896400232,0
291,Normal-6859,Normal,23.36,266.3,132.8373333333333,74.51285114812225,0
486,Normal-1820,Normal,37.38,242.94,128.3216666666667,62.42025382215473,0
640,Normal-9243,Normal,4.67,275.64,144.983,81.12136270839308,0
106,Normal-5015,Normal,18.69,280.31,149.34466666666668,84.7698017273185,0
115,Normal-8608,Normal,37.38,270.97,137.50866666666667,69.1233793894817,0
158,Normal-3343,Normal,28.03,261.62,136.41799999999998,68.4009143408673,0
793,Viral Pneumonia-1317,Viral Pneumonia,37.38,280.31,150.12233333333333,77.55583007027188,0
112,Normal-836,Normal,32.7,261.62,150.59033333333335,67.97719673946223,0
36,COVID-1823,COVID,18.69,270.97,134.39533333333333,72.65356911321624,0
105,Normal-10130,Normal,32.7,256.95,142.95899999999997,68.90115356315403,0
395,COVID-2426,COVID,32.7,238.27,141.55833333333334,66.45629998143308,0
362,COVID-403,COVID,9.34,280.31,134.39466666666667,81.4101699925889,0
516,Normal-3529,Normal,28.03,261.62,136.8863333333333,68.31392042052792,0
204,COVID-140,COVID,37.38,256.95,137.976,68.93325755637356,0
244,Normal-3333,Normal,23.36,266.3,145.60666666666668,84.1376144711085,0
221,Normal-3541,Normal,32.7,266.3,136.57433333333333,71.21738615831266,0
246,Normal-8460,Normal,28.03,261.62,134.70566666666667,71.29356584729243,0
365,COVID-500,COVID,23.36,289.66,145.91899999999998,73.34191395330049,0
344,Normal-1940,Normal,65.41,196.22,133.30466666666666,35.59532935028914,0
441,COVID-2977,COVID,23.36,270.97,129.25533333333334,69.3303460606457,0
594,Normal-7389,Normal,32.7,247.61,136.73033333333333,71.83059475754202,0
769,Viral Pneumonia-1075,Viral Pneumonia,18.69,270.97,148.72133333333332,82.539490658849,0
582,Normal-6808,Normal,37.38,256.95,148.72166666666666,76.3573965456014,0
351,Normal-2076,Normal,4.67,242.94,124.89500000000001,75.95681464929046,0
780,Viral Pneumonia-1200,Viral Pneumonia,18.69,284.98,152.9266666666667,82.73210071603941,0
249,Viral Pneumonia-1248,Viral Pneumonia,18.69,294.33,156.81966666666668,89.84656882646598,0
681,Viral Pneumonia-141,Viral Pneumonia,23.36,270.97,143.58233333333334,80.35951815366298,0
122,Normal-2112,Normal,28.03,256.95,140.77933333333334,73.35087429305499,0
636,Normal-9111,Normal,32.7,270.97,145.6063333333333,72.52765378269328,0
406,COVID-292,COVID,9.34,289.66,137.66533333333334,90.60447199166767,0
683,Viral Pneumonia-160,Viral Pneumonia,23.36,270.97,146.69699999999997,81.63192795101682,0
164,Normal-6820,Normal,56.06,247.61,141.5573333333333,60.20760206337919,0
685,Viral Pneumonia-173,Viral Pneumonia,14.02,266.3,141.091,82.93808623907354,0
701,Viral Pneumonia-301,Viral Pneumonia,4.67,294.33,150.90133333333333,96.01211096291736,0
